[10397,89.49879230263369,ATL]
[13930,79.37005439936351,ORD]
[11298,72.97086089875327,DFW]
[11292,59.08112256946434,DEN]
[11057,51.36036698274452,CLT]
[12892,46.91052126765414,LAX]
[14771,40.13083120604731,SFO]
[13487,39.15368056673815,MSP]
[12266,38.03456606928377,IAH]
[14747,36.85944370720594,SEA]
[11433,36.80671487593936,DTW]
[12953,36.064723632916596,LGA]
[14107,34.6603636941047,PHX]
[12889,34.40385392876415,LAS]
[10721,30.720791111962093,BOS]
[11278,28.211310264255943,DCA]
[11618,27.425428117262136,EWR]
[13204,26.443442073636987,MCO]
[12478,26.442698666244585,JFK]
[14100,25.90017238442531,PHL]
[14869,25.735714020548553,SLC]
[10821,21.88297295655864,BWI]
[14679,19.80394106170029,SAN]
[11697,17.51504394694761,FLL]
[13232,17.487966030303717,MDW]
[13303,17.021522690322215,MIA]
[10693,16.246511662121158,BNA]
[11259,15.225396297036118,DAL]
[12264,14.653971234921448,IAD]
[14057,14.22278851600601,PDX]
[15016,13.711458499579685,STL]
[14831,13.66288351926092,SJC]
[10423,13.336871842269897,AUS]
[15304,13.09868413353643,TPA]
[14492,12.805236718756282,RDU]
[12173,12.36547209566659,HNL]
[12191,12.155943640458363,HOU]
[13796,11.36604169884403,OAK]
[14893,11.078537038096494,SMF]
[13198,10.856743052406522,MCI]
[13495,10.475939840148868,MSY]
[11042,9.839416034124282,CLE]
[14122,9.739291779673742,PIT]
[11193,9.413986527788854,CVG]
[11066,9.236425113940383,CMH]
[12339,9.015401828052825,IND]
[10299,8.124795691551993,ANC]
[14908,8.07798144016838,SNA]
[14683,7.818137107401512,SAT]
[10800,6.933960850501786,BUR]
[12451,6.439020385578087,JAX]
[13830,5.96625774890335,OGG]
[13342,5.8289767336126035,MKE]
[14843,5.438809098147341,SJU]
[10994,5.215101260097385,CHS]
[10529,5.197270161063874,BDL]
[13871,5.020146423191026,OMA]
[10792,4.972799511885051,BUF]
[13891,4.933794430421976,ONT]
[10140,4.910510628825434,ABQ]
[13244,4.856030700495325,MEM]
[13931,4.737994899136383,ORF]
[14524,4.723231191836225,RIC]
[13851,4.553680422411889,OKC]
[14730,4.540871938469495,SDF]
[14570,4.325443591262949,RNO]
[10713,4.075193330738578,BOI]
[10599,3.837144324919461,BHM]
[14635,3.7834361751109022,RSW]
[14027,3.7436944039909177,PBI]
[14685,3.6734315407444784,SAV]
[11986,3.6467423360362616,GRR]
[12758,3.5251420433120724,KOA]
[14307,3.4085332605851755,PVD]
[15376,3.3589572104703254,TUS]
[15412,3.3513047342300344,TYS]
[11540,3.3317928251407145,ELP]
[13577,3.324716848106424,MYR]
[12954,3.2462550022391854,LGB]
[15370,3.1795266181267383,TUL]
[11423,3.16916602728305,DSM]
[12982,3.0968900581144205,LIH]
[11996,3.0662200024629622,GSP]
[14321,2.8901892530970277,PWM]
[11884,2.8380500430995537,GEG]
[14576,2.7991375111068635,ROC]
[12523,2.7984790768900867,JNU]
[13485,2.7741914836469843,MSN]
[11267,2.7269639108274837,DAY]
[12992,2.6783867780675914,LIT]
[14761,2.6359509426258416,SFB]
[15096,2.606704157440854,SYR]
[11995,2.5898011199901765,GSO]
[14193,2.5864321239626853,PNS]
[11638,2.5718261459794336,FAT]
[15919,2.5641329702843856,XNA]
[10257,2.4966208169336226,ALB]
[12197,2.2237316409924675,HPN]
[15624,2.1904659215511555,VPS]
[10785,2.1460208758858546,BTV]
[11109,2.104167600959455,COS]
[12278,2.0216849773086705,ICT]
[14112,1.988423757807202,PIE]
[10431,1.8549163538321312,AVL]
[11003,1.814543539788216,CID]
[12217,1.8130360696919923,HSV]
[13158,1.7983787838333858,MAF]
[11630,1.7621214842189357,FAI]
[14783,1.589517286808735,SGF]
[12945,1.583783597462358,LEX]
[10849,1.565869073372169,BZN]
[14689,1.556402504123871,SBA]
[10980,1.5543673343752924,CHA]
[12016,1.5284069398118407,GUM]
[13296,1.519788999401026,MHT]
[15380,1.5095295063148089,TVC]
[10466,1.5064296770517278,AZA]
[14262,1.4969874384360484,PSP]
[12448,1.4664432338235882,JAN]
[14457,1.3859629149960295,RAP]
[12441,1.3582090975176004,JAC]
[14986,1.3504651258013747,SRQ]
[12819,1.3396950168863753,KTN]
[12896,1.3286979046483274,LBB]
[14814,1.3180434086567876,SHV]
[12402,1.309412398723785,ITO]
[10372,1.3065906430902876,ASE]
[12323,1.3029303352794797,ILM]
[10781,1.2968196754182215,BTR]
[14696,1.2901331445308863,SBN]
[10868,1.2900648201631697,CAE]
[11775,1.2394720751385502,FSD]
[11481,1.2316945611297283,ECP]
[15249,1.2270999428182316,TLH]
[11823,1.2079014306939249,FWA]
[11603,1.1713370503084495,EUG]
[13230,1.1710635795254603,MDT]
[11637,1.1410194260302626,FAR]
[10874,1.11300303581024,CAK]
[11648,1.1083713612495731,FCA]
[11977,1.0655156411599105,GRB]
[14698,1.0438841793191165,SBP]
[12391,1.0407944508611084,ISP]
[11140,1.0400389326693744,CRP]
[13256,1.0372942738090511,MFE]
[14082,1.0253554001318057,PGD]
[10990,1.0214037559796028,CHO]
[13486,1.0135311923918535,MSO]
[10581,0.9967388367157742,BGR]
[10620,0.9913127104656985,BIL]
[14828,0.9635554775826619,SIT]
[12951,0.956278796948559,LFT]
[10135,0.9423387339612065,ABE]
[11953,0.9413713626531102,GNV]
[10279,0.9336366952670657,AMA]
[13476,0.9165649812015948,MRY]
[13422,0.90220531444723,MOB]
[14955,0.8776247930271438,SPN]
[11413,0.8752197703014639,DRO]
[13367,0.8602345019086445,MLI]
